song,attached_pic,album,artist,avg_frame_rate,bit_rate,bits_per_raw_sample,channel_layout,channels,chroma_location,codec_long_name,codec_name,codec_tag,codec_tag_string,codec_time_base,codec_type,coded_height,coded_width,color_primaries,color_range,color_space,color_transfer,display_aspect_ratio,duration,duration_ts,field_order,filename,format_long_name,format_name,has_b_frames,height,index,level,nb_streams,pix_fmt,probe_score,profile,r_frame_rate,refs,sample_aspect_ratio,sample_fmt,sample_rate,size,start_time,time_base,width,lyricist,composer,lyric,arranger,release_date,distributor,lyric_len
我的地盘,1,七里香,周杰伦,0/0,320788,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,242.367278,21813055,unknown,Jay Chou\七里香\0701.我的地盘.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,9718569,0.0,1/90000,143.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：洪敬尧

＊在我地盘这 你就得听我的

把音乐收割 用听觉找快乐

开始在雕刻 我个人的特色

未来难预测 坚持当下的选择

＃在我地盘这 你就得听我的

节奏在招惹 我跟街舞亲热

我灌溉原则 培养一种独特

观念不及格 其他全部是垃圾

用态度扩张地盘到底什么意思 怎么一回事

广场的鸽子 占领头版的报纸 一种全新的解释

标题关于这座城市 关于一种学习考试 和年轻就该有的本事

动感地带的交通号志 到底离我有几公尺

我说老师 我是不是真的不懂事

听我念饶舌歌词 欣赏我打拳的样子

我站在教室 练拳方式 你的样子 线条一致

隔壁的小姑娘 公开表演需要勇气

别人玩线上游戏 我偏耍猴戏

我用形意猴拳在练习 引你注意

如果觉得有趣 不要吝啬 示个好意

青春是干净的纯白 像一遍绿地的窗外

我将记忆的门打开 把所有发生的事记下来

Repeat ＊,＃

那弹钢琴的孩子 正用他们的手指 弹奏未来的历史

我用手机传中文字 那传输的速度绝对会让你们竖起大姆指

生活不该有公式 我可以随性跳芭蕾舞

照节拍 手放开 静下来 像一只天鹅把脚尖掂起来

讲究速食的这年代 也可以很天真的说爱

Repeat ＊,＃ ＊ ＊,＃",洪敬尧,2004-08-03,杰威尔音乐,540
七里香,1,七里香,周杰伦,0/0,320643,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,296.884825,26719634,unknown,Jay Chou\七里香\0702.七里香.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,11899269,0.0,1/90000,143.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：钟兴民

窗外的麻雀 在电线杆上多嘴

妳说这一句 很有夏天的感觉

手中的铅笔 在纸上来来回回

我用几行字形容妳是我的谁

秋刀鱼 的滋味 猫跟妳都想了解

初恋的香味就这样被我们寻回

那温暖 的阳光 像刚摘的 鲜艳草莓

你说妳舍不得吃掉这一种感觉

雨下整夜 我的爱溢出就像雨水

院子落叶 跟我的思念厚厚一叠

几句是非 也无法将我的热情冷却

妳出现在我诗的每一页

雨下整夜 我的爱溢出就像雨水

窗台蝴蝶 像诗里纷飞的美丽章节

我接着写 把永远爱妳写进诗的结尾

妳是我唯一想要的了解

雨下整夜 我的爱溢出就像雨水

院子落叶 跟我的思念厚厚一叠

几句是非 也无法将我的热情冷却

妳出现在我诗的每一页

那饱满 的稻穗 幸福了这个季节

而妳的脸颊像田里熟透的番茄

妳突然 对我说 七里香的 名字很美

我此刻却只想亲吻妳倔强的嘴

雨下整夜 我的爱溢出就像雨水

院子落叶 跟我的思念厚厚一叠

几句是非 也无法将我的热情冷却

妳出现在我诗的每一页

整夜 我的爱溢出就像雨水

窗台蝴蝶 像诗里纷飞的美丽章节

ho~我接着写 把永远爱妳写进诗的结尾

妳是我唯一想要的了解",钟兴民,2004-08-03,杰威尔音乐,523
借口,1,七里香,周杰伦,0/0,320739,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,258.1191,23230719,unknown,Jay Chou\七里香\0703.借口.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10348638,0.0,1/90000,143.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：周杰伦

翻着我们的照片 想念若隐若现 去年的冬天 我们笑得很甜

看着妳哭泣的脸 对着我说再见 来不及听见 妳已走得很远

也许妳已经放弃我 也许已经很难回头

我知道是自己错过 请再给我一个理由说妳不爱我

就算是我不懂 能不能原谅我 请不要把分手 当作妳的请求

我知道坚持要走 是妳受伤的借口 请妳回头 我会陪妳 一直走到最后

就算没有结果 我也能够承受 我知道妳的痛 是我给的承诺

妳说给过我纵容 沉默是因为包容 如果要走 请妳记得我

Repeat all once

如果难过 请妳忘了我",周杰伦,2004-08-03,杰威尔音乐,272
外婆,1,七里香,周杰伦,0/0,320785,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,242.001556,21780140,unknown,Jay Chou\七里香\0704.外婆.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,9703817,0.0,1/90000,143.0,周杰伦,周杰伦,"作词：周杰伦

作曲：周杰伦

编曲：周杰伦

和声：周杰伦/张欣瑜

(周)今天是外婆生日 我换上复古西装 载着外婆开着拉风的古董车兜兜兜风

车里放着她的最爱 找回属于是她的年代

往大稻埕码头开去 把所有和外公的往事静静回忆

外婆她脸上的涟漪 美丽但藏不住压抑 失去了爱情只盼望亲情 弥补回应

大人们以为出门之前桌上放六百就算是孝敬

一天到晚拼了命 赚钱少了关怀有什么意义

＊外婆她的期待 慢慢变成无奈 大人们始终不明白

她要的是陪伴 而不是六百块 比你给的还简单

＃外婆她的无奈 无法变成期待 只有爱才能够明白

走在淡水河畔 听着她的最爱 把温暖放回口袋

(女)记得去年外婆的生日 表哥带我和外婆参加 她最最重视的颁奖典礼

(周)结果却拿不到半个奖 不知道该笑不笑 我对着镜头傻笑 只觉得自己可笑

(周)我难过 (合)却不是因为没得奖而难过

(周)我失落 (合)是因为看到外婆失落而失落

(女)大人们根本不能体会 表哥他的用心 好像随他们高兴就可以彻底的否定

(周)否定我的作品 决定在于心情 想坚持风格他们却觉得还欧颗

没惊喜没有改变 我已经听了三年 我告诉外婆 我没输 不需要改变

(女)表哥说

(合)不要觉得可惜 这只是一场游戏 只要外婆觉得好听 那才是一种鼓励

(周)外婆露出了笑容说她以我为荣 浅浅的笑容 就让我感到比得奖它还要光荣

Repeat ＊

外婆她的无奈无法期待 有爱才能够明白

走在河畔听着最爱 把温暖放口袋

Repeat ＊,＃",周杰伦,2004-08-03,杰威尔音乐,651
将军,1,七里香,周杰伦,0/0,320941,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,201.825225,18164270,unknown,Jay Chou\七里香\0705.将军.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,8096764,0.0,1/90000,143.0,黄俊郎,周杰伦,"作词：黄俊郎

作曲：周杰伦

编曲：洪敬尧

时间的箭头都指向你铩羽而归的地方

你会前进 但终究还是得要习惯投降

想当然耳 第六步是你最大的致命伤

我按兵不动 出于习惯 凡事沉默的酝酿

当头炮纯粹出于我礼貌的开场

屏风马神华内敛才能以柔克刚

第二十六著炮五进四 只是在试探性衡量

三十三招车二平七的出手 你恐怕就暗箭难防

这一场不流血的仗只有自尊会受伤

成王败寇的铁则跟现实没啥两样

提着鸟笼的老头站在一旁拍我肩膀

我猜他想的应该和我一样

喝

＊看我 我手指放松 我目光如龙 当敌人是空

我战法无穷 我攻势如风 用单车入宫 辗过你懊丧的脸孔

管我 我手指放松 我目光如龙 当敌人是空

我左右开弓 我气势如虹 将炮马尽用 兵临城下想逃都没用

我对着潮汐推敲什么是以静制动

山林间迷雾能不能当障眼法的内容

月转星移的轨迹 跟临军布阵相同

风林火山 是不是用兵之重

到最后 必然是我运筹帷幄 你最后放弃抵抗

我仰望着夕阳 你低头黯然离场 听我说胜败是兵家之常

你不用放在心上 是因为我只适合无双

Repeat ＊

☆看我 我手指放松 我目光如龙 当敌人是空

(阳光从树叶细缝露出了笑容)

我战法无穷 我攻势如风 用单车入宫 辗过你懊丧的脸孔

(温暖了我的美梦)

管我 我手指放松 我目光如龙 当敌人是空

(只有笼里的画眉羡慕著天空)

我左右开弓 我气势如虹 将炮马尽用

(却从来没有人懂)

Repeat ☆",洪敬尧,2004-08-03,杰威尔音乐,634
搁浅,1,七里香,周杰伦,0/0,320798,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,238.1093,21429837,unknown,Jay Chou\七里香\0706.搁浅.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,9548127,0.0,1/90000,143.0,宋健彰,周杰伦,"作词：宋健彰

作曲：周杰伦

编曲：钟兴民

＊久未放晴的天空 依旧留着妳的笑容

哭过 却无法掩埋歉疚

风筝在阴天搁浅 想念还在等待救援

我拉着线 复习妳给的温柔

＃曝晒在一旁的寂寞 笑我给不起承诺

怎么会怎么会 妳竟原谅了我

☆我只能永远读著对白 读着我给妳的伤害

我原谅不了我 就请妳当作我已不在

我睁开双眼看着空白 忘记妳对我的期待

读完了依赖 我很快就离开

Repeat ＊ ＃ , ☆ ☆",钟兴民,2004-08-03,杰威尔音乐,210
乱舞春秋,1,七里香,周杰伦,0/0,320684,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,277.632578,24986932,unknown,Jay Chou\七里香\0707.乱舞春秋.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,11129062,0.0,1/90000,143.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：钟兴民

那混乱的年代 朝廷太腐败 人祸惹天灾

东汉王朝在一夕之间崩坏 兴衰

九州地图被人们切割成三块 分开

读三国历史的兴衰 想去瞧个明白

看看看就马上回来 ㄎ一ㄥ ㄎ一ㄥ ㄎ一ㄤ ㄎ一ㄤ

刀剑棍棒 我随口讲 原来真有时光机这么夸张

穿梭时空过瘾又嚣张 万一有去无回怎么办

老实说有点紧张 啊啊

江山 我站在云端 慢慢 往中原方向

前方 散落着村庄 长安 在兵荒马乱

望着天眼看北斗七星坠入地平线

瞬间 英雄豪杰犹如鬼魅般地出现

我呸 谁也不服谁 我是龟你是鳖 啦啦啦啦啦 啦啦啦

＊妖兽扰乱人间秩序 血腥如浪潮般来袭

我小命差点没续集 还好有时光机我谢谢你

人魔开始重出地狱 叛军如野火般攻击

五官差点离开身体 还好有时光机我谢谢你

曹魏枭雄在 蜀汉多人才 东吴将士怪

七星连环败诸葛亮的天命不来

这些书都有记载 不是我在乱掰

等到东方鱼肚白我再来跟你说嗨

嘴里有刀 说破歌谣

千年恩怨 一笔勾销

生命潦草 我在弯腰

历史轮回 转身忘掉

黄巾贼你不要吵倭 (嘴里有刀 说破歌谣)

咱姥姥和水杆面条 (千年恩怨 一笔勾销)

放下刀 若想吃饱 (生命潦草 我在弯腰)

去找皇帝老爷讨 (历史轮回 转身忘掉)

黄巾贼你不要闹倭 咱姥姥烧柴煮水饺

放下刀 若想吃饱 去找皇帝老爷讨

Repeat ＊ ＊

妖兽扰乱人间秩序 血腥如浪潮般来袭

我小命差点没续集 还好有时光机我谢谢你

嘴里有刀 说破歌谣 (妖兽扰乱人间秩序)

嘴里有刀 说破歌谣 (血腥如浪潮般来袭)

千年恩怨 一笔勾销 (我小命差点没续集)

千年恩怨 一笔勾销 (还好有时光机我谢谢你)

生命潦草 我在弯腰 (人魔开始重出地狱)

生命潦草 我在弯腰 (叛军如野火般攻击)

历史轮回 转身忘掉 (五官差点离开身体)

历史轮回 转身忘掉 (还好有时光机我谢谢你)",钟兴民,2004-08-03,杰威尔音乐,819
困兽之斗,1,七里香,周杰伦,0/0,320713,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,266.530525,23987747,unknown,Jay Chou\七里香\0708.困兽之斗.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10684980,0.0,1/90000,143.0,刘畊宏,周杰伦,"作词：刘畊宏

作曲：周杰伦

编曲：蔡科俊Again

＊我在阴暗中降落 世界在雨中淹没

画面与现实交错 无法抽离卡在胸口

躯壳如行尸走肉 陷阱漩涡我已受够

挣脱逃离这个空洞

如果 我冲出黑幕笼罩的天空

就别再捆绑我的自由

☆在狂风之中 嘶吼 作困兽之斗

我奋力冲破 封闭的思绪 震开裂缝

燃烧的花朵 升空 消失在空中

记忆在剥落 残留的影像轮廓 溃散在薄雾中

Repeat ＊

如果 我冲出黑幕笼罩的天空

就别想再捆绑我的自由

Repeat ☆

Ha~ 之中 嘶吼 作困兽之斗

我奋力冲破 封闭的思绪 震开裂缝

燃烧的花朵 升空 消失在空中

记忆在剥落 残留的影像轮廓 溃散在薄雾中",蔡科俊,2004-08-03,杰威尔音乐,310
园游会,1,七里香,周杰伦,0/0,320750,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,253.390956,22805186,unknown,Jay Chou\七里香\0709.园游会.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,10159395,0.0,1/90000,143.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：洪敬尧

琥珀色黄昏像糖在很美的远方 你的脸没有化妆我却疯狂爱上

思念跟影子在傍晚一起被拉长 我手中那张入场券陪我数羊

薄荷色草地芬芳像风没有形状 我却能够牢记你的气质跟脸庞

冷空气跟琉璃在清晨很有透明感 像我的喜欢被你看穿

摊位上一朵艳阳 我悄悄出现你身旁

你慌乱的模样 我微笑安静欣赏

我顶着大太阳 只想为你撑伞 你靠在我肩膀 深呼吸怕遗忘

因为捞鱼的蠢游戏我们开始交谈 多希望话题不断 园游会永不打烊

汽球在我手上 我牵着你瞎逛 有话想对你讲 你眼睛却装忙

鸡蛋糕跟妳嘴角果酱我都想要尝 园游会影片在播放 这个世界约好一起逛

Repeat all once",洪敬尧,2004-08-03,杰威尔音乐,310
止战之殇,1,七里香,周杰伦,0/0,320691,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,143.0,143.0,unknown,pc,bt470bg,unknown,1:1,274.706878,24723619,unknown,Jay Chou\七里香\0710.止战之殇.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,143.0,1,-99.0,2,yuvj420p,51,unknown,90000/1,1.0,1:1,s16p,44100,11012036,0.0,1/90000,143.0,方文山,周杰伦,"作词：方文山

作曲：周杰伦

编曲：周杰伦

光 轻如纸张 光 散落地方 光 在掌声渐息中它慌忙

她在传唱不堪的伤 脚本在台上演出最后一场

而全村的人们在座位上 静静的看时间如何遗弃这剧场

战火弄脏 她的泪光 谁在风中 吵著吃糖

这故事一开始的镜头灰尘就已经遮蔽了阳光 ㄅㄧㄤˋ

＊恐惧刻在孩子们脸上 麦田已倒向战车经过的方向

蒲公英的形状在飘散 它绝望的飞翔

她只唱只想 这首止战之殇

恶夜燃烛光天破息战乱 殇歌传千里家乡平饥荒

天真在这条路上 跌跌撞撞 她被芒草割伤

☆孩子们眼中的希望 是什么形状

是否醒来有面包当早餐 再喝碗热汤

农夫被烧毁土地跟村庄 终于拿起枪

她却慢慢习惯放弃了抵抗

孩子们眼中的希望 是什么形状

是否院子有秋千可以荡 口袋里有糖

刺刀的光被仇恨所擦亮 在远方野蛮

而她却微笑着不知道慌张

Repeat ＊☆

孩子们眼中的希望 是什么形状

是否醒来有面包当早餐 再喝碗热汤

(天真在这条路上 跌跌撞撞 她被芒草割伤)

农夫被烧毁土地跟村庄 终于拿起枪

她却慢慢习惯放弃了抵抗

(天真在这条路上 跌跌撞撞 她被芒草割伤)",周杰伦,2004-08-03,杰威尔音乐,498
Opening,1,不能说的秘密,周杰伦,0/0,322265,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,146.0538,13144842,unknown,Jay Chou\不能说的秘密\1201.Opening.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,5883508,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
脚踏车,1,不能说的秘密,周杰伦,0/0,322408,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,137.381156,12364304,unknown,Jay Chou\不能说的秘密\1202.脚踏车.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,5536601,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
早操,1,不能说的秘密,周杰伦,0/0,323772,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,87.696256,7892663,unknown,Jay Chou\不能说的秘密\1203.早操.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,3549203,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
淡水海边,1,不能说的秘密,周杰伦,0/0,325192,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,63.715856,5734427,unknown,Jay Chou\不能说的秘密\1204.淡水海边.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,2589991,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
斗琴,1,不能说的秘密,周杰伦,0/0,322546,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,129.910125,11691911,unknown,Jay Chou\不能说的秘密\1205.斗琴.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,5237758,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
湘伦小雨四手联弹,1,不能说的秘密,周杰伦,0/0,328570,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,38.612178,3475096,unknown,Jay Chou\不能说的秘密\1206.湘伦小雨四手联弹.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,1585852,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
Ride With Me,1,不能说的秘密,周杰伦,0/0,327103,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,46.579525,4192157,unknown,Jay Chou\不能说的秘密\1207.Ride With Me.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,1904542,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
父与子,1,不能说的秘密,周杰伦,0/0,324659,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,71.00399999999999,6390360,unknown,Jay Chou\不能说的秘密\1208.父与子.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,2881515,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
情人的眼泪,1,不能说的秘密,周杰伦,0/0,320940,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,351.7681,31659129,unknown,Jay Chou\不能说的秘密\1209.情人的眼泪.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,14112083,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
First Kiss,1,不能说的秘密,周杰伦,0/0,324624,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,71.552578,6439732,unknown,Jay Chou\不能说的秘密\1210.First Kiss.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,2903462,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
女孩别为我哭泣,1,不能说的秘密,周杰伦,0/0,327714,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,42.896256,3860663,unknown,Jay Chou\不能说的秘密\1211.女孩别为我哭泣.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,1757213,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
晴天娃娃,1,不能说的秘密,周杰伦,0/0,322277,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,145.244,13071960,unknown,Jay Chou\不能说的秘密\1212.晴天娃娃.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,5851117,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
阿郎与阿宝,1,不能说的秘密,周杰伦,0/0,322396,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,138.060325,12425429,unknown,Jay Chou\不能说的秘密\1213.阿郎与阿宝.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,5563772,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
与父共舞,1,不能说的秘密,周杰伦,0/0,327384,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,44.8032,4032288,unknown,Jay Chou\不能说的秘密\1214.与父共舞.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,1833485,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
路小雨,1,不能说的秘密,周杰伦,0/0,323416,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,96.8391,8715519,unknown,Jay Chou\不能说的秘密\1215.路小雨.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,3914919,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
The Swan,1,不能说的秘密,周杰伦,0/0,322819,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,117.345225,10561070,unknown,Jay Chou\不能说的秘密\1216.The Swan.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,4735166,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
Flash Back,1,不能说的秘密,周杰伦,0/0,321737,8.0,stereo,2,center,Motion JPEG,mjpeg,0x0000,[0][0][0][0],0/1,video,255.0,240.0,unknown,pc,bt470bg,unknown,16:17,190.3836,17134524,unknown,Jay Chou\不能说的秘密\1217.Flash Back.mp3,MP2/3 (MPEG audio layer 2/3),mp3,0.0,255.0,1,-99.0,2,yuvj444p,51,unknown,90000/1,1.0,1:1,s16p,44100,7656703,0.0,1/90000,240.0,,,,,2007-08-13,ALFA(亚津),0
